"","X","Country","Date","Annual.GDP","GDP.per.capita","Debt","Debt.Per.Capita","Deficit...M...","Expenditure..M...","Expenditure.Per.Capita","Corruption.Index","Exports","Exports...GDP","Imports","Imports...GDP","Population","Fertility.Rate","Crude.death.rate","HDI","Life.expectancy","CO2.Tons.per.capita","Continent","status"
"149",149,"Bulgaria",2003,20984,2690,9193,1187,-83,8202,1059,39,7543.1,0.3547,10871.4,0.5112,7745147,1.26,0.0144,0.738,72.3,6.78,"Europe","Developed"
"150",150,"Bulgaria",2002,16277,2075,8407,1077,-192,6463.6,828,40,5733,0.3469,7953.6,0.4812,7805506,1.23,0.0144,0.729,72.1,5.98,"Europe","Developed"
"151",151,"Cameroon",2016,32635,1364,10715,448,-1989,6825.3,285,26,3304.6,0.1013,5206.3,0.1595,23926539,4.71,0.00976,0.553,58.06,0.61,"Africa","Developing"
"152",152,"Cameroon",2015,30932,1328,9891,425,-1368,6464.2,277,27,4058.2,0.1312,6044.7,0.1954,23298368,4.78,0.01005,0.548,57.58,0.59,"Africa","Developing"
"153",153,"Cameroon",2014,34999,1543,7535,332,-1459,7272,321,27,5144.6,0.147,7553.4,0.2158,22681858,4.85,0.01035,0.543,57.08,0.53,"Africa","Developing"
"154",154,"Cameroon",2013,32358,1466,5893,267,-1199,6478.5,293,25,4515.2,0.1395,6649.4,0.2055,22077298,4.92,0.01066,0.535,56.58,0.5,"Africa","Developing"
"155",155,"Cameroon",2012,29121,1355,4485,209,-421,5172.3,241,26,4274,0.1468,6515.1,0.2237,21485266,4.98,0.01097,0.526,56.07,0.49,"Africa","Developing"
"156",156,"Cameroon",2011,29370,1405,4609,220,-692,5466.7,261,25,4517,0.1538,6800.4,0.2315,20906388,5.05,0.01128,0.515,55.58,0.5,"Africa","Developing"
"157",157,"Cameroon",2010,26191,1282,3848,188,-256,4177.4,205,22,3878.4,0.1481,5133.3,0.196,20424000,5.11,0.01158,0.506,55.1,0.54,"Africa","Developing"
"158",158,"Cameroon",2009,26094,1310,3144,158,-11,4106.5,206,22,3552.2,0.1361,4441.7,0.1702,19926000,5.17,0.01189,0.499,54.63,0.59,"Africa","Developing"
"159",159,"Cameroon",2008,26514,1368,3091,159,554,4410.2,228,20,5241,0.1977,5686.2,0.2145,19383000,5.22,0.01219,0.492,54.15,0.57,"Africa","Developing"
"160",160,"Cameroon",2007,22397,1188,3303,175,927,3221.3,171,24,4230.1,0.1889,4656.5,0.2079,18855000,5.27,0.0125,0.484,53.68,0.57,"Africa","Developing"
"161",161,"Cameroon",2006,19374,1056,3838,209,5900,2614.6,143,23,3576.4,0.1846,3150.5,0.1626,18341000,5.31,0.0128,0.472,53.22,0.53,"Africa","Developing"
"162",162,"Cameroon",2005,17974,1007,8560,480,591,2426.2,136,22,2861.2,0.1592,2735,0.1522,17842000,5.35,0.0131,0.466,52.76,0.53,"Africa","Developing"
"163",163,"Cameroon",2004,17440,1005,9731,561,-86,2522.2,145,20,2476.8,0.142,2406.3,0.138,17356000,5.39,0.01341,0.464,52.32,0.54,"Africa","Developing"
"164",164,"Cameroon",2003,14558,862,8217,487,89,2099.5,124,18,2282.6,0.1568,2163.4,0.1486,16883000,5.43,0.01371,0.458,51.91,0.54,"Africa","Developing"
"165",165,"Cameroon",2002,11588,706,7006,427,187,1715.7,104,22,1802,0.1555,1866,0.161,16423000,5.48,0.014,0.451,51.54,0.56,"Africa","Developing"
"166",166,"Canada",2016,1530024,42440,1405189,38977,-6378,620599.8,17214,82,389991.2,0.255,412939.8,0.27,36052000,1.54,0.0074,0.922,82.14,16.18,"North America","Developed"
"167",167,"Canada",2015,1556506,43626,1421237,39835,-966,622819.5,17457,83,410062.3,0.2634,430124.2,0.2763,35678000,1.56,0.0074,0.92,81.9,16.41,"North America","Developed"
"168",168,"Canada",2014,1805745,51021,1547135,43714,3152,692696.3,19572,81,476300.2,0.2635,475318.8,0.2629,35392000,1.58,0.0073,0.918,81.8,16.72,"North America","Developed"
"169",169,"Canada",2013,1846595,52709,1591977,45441,-27600,737892.5,21062,81,458317.8,0.2482,475777,0.2577,35034000,1.59,0.0072,0.911,81.75,16.78,"North America","Developed"
"170",170,"Canada",2012,1828363,52744,1562816,45083,-46129,747812.4,21573,84,455591.8,0.2492,476296,0.2605,34665000,1.61,0.0071,0.908,81.65,16.55,"North America","Developed"
"171",171,"Canada",2011,1793327,52286,1469175,42836,-59349,745735.4,21743,87,451334.6,0.2515,463640,0.2584,34298000,1.61,0.0071,0.905,81.45,16.68,"North America","Developed"
"172",172,"Canada",2010,1617344,47627,1314440,38708,-76559,695915.6,20493,89,387481.2,0.2395,402690,0.2489,33958000,1.63,0.007,0.902,81.25,16.56,"North America","Developed"
"173",173,"Canada",2009,1376509,40991,1094085,32580,-53486,598347.7,17818,87,316093.6,0.2286,329907,0.2386,33581000,1.67,0.0071,0.899,81,16.27,"North America","Developed"
"174",174,"Canada",2008,1552865,46774,1056583,31826,2864,602213.3,18140,80,456470.9,0.2921,419010.6,0.2681,33199000,1.68,0.0072,0.899,80.7,17.51,"North America","Developed"
"175",175,"Canada",2007,1468897,44717,982025,29895,26726,565747,17223,87,420693.3,0.2856,390188.3,0.2649,32849000,1.66,0.0071,0.897,80.54,18.33,"North America","Developed"
"176",176,"Canada",2006,1319327,40558,922443,28358,24111,510046.8,15680,85,388177.9,0.2941,358999.5,0.272,32529000,1.59,0.007,0.895,80.34,17.55,"North America","Developed"
"177",177,"Canada",2005,1173490,36439,828517,25727,18216,451794.9,14029,84,360475.2,0.3075,322411,0.275,32204000,1.54,0.0071,0.892,80.19,17.95,"North America","Developed"
"178",178,"Canada",2004,1026467,32176,738259,23142,7883,401888.5,12598,80,316762,0.3082,279931,0.2724,31901000,1.53,0.0071,0.887,79.89,17.74,"North America","Developed"
"179",179,"Canada",2003,895593,28339,680059,21519,-1137,360811.6,11417,87,272739,0.3039,245021,0.273,31603000,1.53,0.0071,0.882,79.74,18.15,"North America","Developed"
"180",180,"Canada",2002,760144,24279,605554,19341,-1779,307279.1,9814,90,252394,0.3318,227499,0.2991,31309000,1.5,0.0071,0.877,79.49,17.7,"North America","Developed"
"181",181,"Chile",2016,250268,13776,52619,2896,-6635,63258.2,3482,66,60718.3,0.2426,59375.7,0.2372,18167000,1.71,0.00599,0.842,79.78,4.98,"South America","Developing"
"182",182,"Chile",2015,243909,13572,42131,2344,-5065,60688.6,3377,70,62035.1,0.2543,62387.8,0.2558,17971000,1.75,0.00592,0.84,79.65,4.76,"South America","Developing"
"183",183,"Chile",2014,260479,14644,38950,2190,-3881,61857.1,3477,73,75064.7,0.2882,72852.2,0.2797,17788000,1.79,0.00585,0.833,79.5,4.48,"South America","Developing"
"184",184,"Chile",2013,278345,15804,35439,2012,-1307,64176.6,3644,71,76769.9,0.2758,79352.9,0.2851,17612000,1.82,0.00579,0.828,79.35,4.87,"South America","Developing"
"185",185,"Chile",2012,267021,15308,31877,1828,1818,61644.2,3534,72,77790.6,0.2913,80073.4,0.2999,17443000,1.85,0.00573,0.819,79.18,4.66,"South America","Developing"
"186",186,"Chile",2011,252096,14611,27959,1620,3585,57500.4,3333,72,81437.8,0.323,74694.9,0.2963,17254000,1.87,0.00568,0.814,78.99,4.58,"South America","Developing"
"187",187,"Chile",2010,218308,12794,18671,1094,-787,50932.6,2985,72,71108.5,0.3257,59207.4,0.2712,17064000,1.88,0.00563,0.808,78.78,4.23,"South America","Developing"
"188",188,"Chile",2009,172520,10220,10052,595,-7325,42953.9,2545,67,55462.7,0.3215,42805.5,0.2481,16881000,1.89,0.00559,0.804,78.56,4.03,"South America","Developing"
"189",189,"Chile",2008,179488,10749,8833,529,7063,39156.1,2345,60,64510.1,0.3594,62787.4,0.3498,16698000,1.9,0.00555,0.806,78.33,4.25,"South America","Developing"
"190",190,"Chile",2007,173569,10508,6732,408,13726,33313.1,2017,70,67971.6,0.3916,47163.8,0.2717,16518000,1.9,0.00551,0.795,78.1,4.08,"South America","Developing"
"191",191,"Chile",2006,154864,9473,7726,473,11551,28813.1,1762,73,58680.1,0.3789,38406.1,0.248,16348000,1.9,0.00548,0.788,77.87,3.67,"South America","Developing"
"192",192,"Chile",2005,122996,7600,8606,532,5584,24754.2,1530,73,41266.9,0.3355,32735.1,0.2661,16183000,1.91,0.00544,0.788,77.63,3.63,"South America","Developing"
"193",193,"Chile",2004,99224,6193,10224,638,2033,20633.6,1288,70,32520.3,0.3277,24793.5,0.2499,16022000,1.92,0.00541,0.783,77.39,3.62,"South America","Developing"
"194",194,"Chile",2003,75643,4770,9622,607,-318,17003.7,1072,74,21664,0.2864,19322.4,0.2554,15857000,1.94,0.00538,0.774,77.15,3.39,"South America","Developing"
"195",195,"Chile",2002,69729,4444,10584,674,-824,16321.7,1040,75,18180,0.2607,17091,0.2451,15692000,1.97,0.00536,0.768,76.89,3.31,"South America","Developing"
"196",196,"China",2016,250268,13776,4958814,3586,-415738,3584336.3,2592,40,2097632,0.1883,1587925,0.1425,1382710000,1.68,0.00709,0.748,76.21,7.81,"Asia","Developing"
"197",197,"China",2015,243909,13572,4609682,3353,-312762,3515775,2558,37,2273468,0.2083,1679566,0.1539,1374620000,1.67,0.00711,0.743,75.93,7.75,"Asia","Developing"
"198",198,"China",2014,260479,14644,4204268,3074,-95601,3050512.7,2230,36,2342293,0.2251,1959233,0.1882,1367820000,1.66,0.00716,0.738,75.63,7.8,"Asia","Developing"
"199",199,"China",2013,278345,15804,3564563,2620,-80148,2749263.2,2020,40,2209005,0.229,1949990,0.2022,1360720000,1.65,0.00716,0.729,75.32,7.75,"Asia","Developing"
"200",200,"China",2012,267021,15308,2935154,2168,-25749,2403106.8,1775,39,2048714,0.24,1818405,0.213,1354040000,1.64,0.00715,0.722,75.01,7.46,"Asia","Developing"
"201",201,"China",2011,252096,14611,2530783,1878,-7351,2032253.8,1508,36,1898381,0.2514,1743484,0.2309,1347350000,1.63,0.00714,0.714,74.71,7.33,"Asia","Developing"
"202",202,"China",2010,218308,12794,2045233,1525,-21823,1512893,1128,35,1577754,0.2591,1396247,0.2293,1340910000,1.63,0.00711,0.706,74.41,6.71,"Asia","Developing"
"203",203,"China",2009,172520,10220,1761048,1320,-89196,1306989.8,979,36,1201612,0.2355,1005923,0.1972,1334500000,1.62,0.00708,0.694,74.12,6.19,"Asia","Developing"
"204",204,"China",2008,179488,10749,1243340,936,-1134,1031213,777,30,1430693,0.3115,1132567,0.2466,1328020000,1.62,0.00706,0.685,73.84,5.81,"Asia","Developing"
"205",205,"China",2007,173569,10508,1036884,785,2095,645325.3,488,35,1220456,0.3435,956116,0.2691,1321290000,1.62,0.00693,0.675,73.55,5.72,"Asia","Developing"
"206",206,"China",2006,154864,9473,704133,536,-31497,505047.5,384,33,968978,0.352,791461,0.2875,1314480000,1.62,0.00681,0.661,73.27,5.24,"Asia","Developing"
"207",207,"China",2005,122996,7600,602234,461,-32078,418102.1,320,32,761953,0.3333,659953,0.2887,1307560000,1.61,0.00651,0.647,72.99,4.74,"Asia","Developing"
"208",208,"China",2004,99224,6193,514766,396,-29486,348551.6,268,30,593326,0.3035,561229,0.2871,1299880000,1.61,0.00642,0.635,72.69,4.23,"Asia","Developing"
"209",209,"China",2003,75643,4770,444196,344,-39684,302114,234,34,438228,0.2639,412760,0.2486,1292270000,1.6,0.0064,0.623,72.38,3.69,"Asia","Developing"
"210",210,"China",2002,69729,4444,380159,296,-42299,270855.9,211,35,325596,0.2214,295170,0.2007,1284530000,1.6,0.00641,0.611,72.06,3.19,"Asia","Developing"
"211",211,"Colombia",2016,282720,5800,140823,2889,-6860,78448.6,1609,37,31756.8,0.1123,44889.4,0.1588,48748000,1.84,0.00545,0.747,76.73,1.82,"South America","Developing"
"212",212,"Colombia",2015,293493,6089,147960,3070,-10326,86685.5,1798,37,35690.8,0.1216,54057.6,0.1842,48203000,1.86,0.00541,0.742,76.53,1.65,"South America","Developing"
"213",213,"Colombia",2014,381240,7999,165106,3464,-7159,112130,2353,37,54856.8,0.1439,64028.8,0.1679,47662000,1.88,0.00537,0.738,76.32,1.67,"South America","Developing"
"214",214,"Colombia",2013,381844,8103,143634,3048,-4107,110291.4,2341,36,58823.7,0.1541,59396.9,0.1556,47121000,1.91,0.00534,0.735,76.11,1.64,"South America","Developing"
"215",215,"Colombia",2012,370344,7950,125833,2701,396,104368.7,2241,36,60125.2,0.1623,59047.7,0.1594,46582000,1.93,0.00531,0.725,75.88,1.54,"South America","Developing"
"216",216,"Colombia",2011,334476,7264,119887,2604,-6677,96354.3,2093,34,56914.9,0.1702,54232.6,0.1621,46045000,1.96,0.00528,0.725,75.66,1.56,"South America","Developing"
"217",217,"Colombia",2010,286039,6285,104477,2296,-9455,84278.7,1852,35,39713.3,0.1388,40485.6,0.1415,45510000,1.99,0.00525,0.719,75.42,1.45,"South America","Developing"
"218",218,"Colombia",2009,232565,5171,82354,1831,-6223,69125,1537,37,32853,0.1413,32897.7,0.1415,44979000,2.03,0.00522,0.715,75.19,1.43,"South America","Developing"
"219",219,"Colombia",2008,242028,5445,78540,1767,102,65087.3,1464,30,37625.9,0.1555,39668.8,0.1639,44451000,2.08,0.00519,0.71,74.96,1.38,"South America","Developing"
"220",220,"Colombia",2007,205755,4684,67355,1533,-1757,58140.1,1324,38,29991.4,0.1458,32897,0.1599,43927000,2.14,0.00517,0.704,74.73,1.38,"South America","Developing"
"221",221,"Colombia",2006,161363,3718,58192,1341,-1614,46021.6,1060,39,24390.8,0.1512,26162.3,0.1621,43406000,2.2,0.00515,0.691,74.5,1.36,"South America","Developing"
"222",222,"Colombia",2005,145163,3385,56073,1307,-20,37664.4,878,40,21190,0.146,21204.4,0.1461,42889000,2.26,0.00514,0.683,74.27,1.4,"South America","Developing"
"223",223,"Colombia",2004,115986,2738,48280,1140,-1481,30951,731,30,16223.5,0.1399,16745.7,0.1444,42368000,2.33,0.00514,0.671,74.03,1.37,"South America","Developing"
"224",224,"Colombia",2003,93751,2240,42365,1012,-2546,26354.1,630,37,13079.8,0.1395,13888.5,0.1481,41849000,2.4,0.00514,0.657,73.78,1.38,"South America","Developing"
"225",225,"Colombia",2002,97020,2348,46302,1120,-3366,27344,662,36,11911,0.1228,12711.1,0.131,41329000,2.46,0.00515,0.658,73.52,1.41,"South America","Developing"
"226",226,"Costa Rica",2016,57828,11779,25984,5293,-3055,11190.7,2280,58,10361,0.1792,15456.4,0.2673,4909000,1.79,0.00493,0.791,79.74,1.74,"North America","Developing"
"227",227,"Costa Rica",2015,55410,11423,22646,4668,-3128,10685,2203,55,9421.5,0.17,16273.2,0.2937,4851000,1.81,0.00486,0.788,79.57,1.6,"North America","Developing"
"228",228,"Costa Rica",2014,51181,10679,19650,4100,-3017,9830.3,2051,54,11250,0.2198,17509,0.3421,4793000,1.82,0.00479,0.78,79.4,1.68,"North America","Developing"
"229",229,"Costa Rica",2013,50326,10633,18034,3810,-2805,9646.1,2038,53,11479.9,0.2281,18126.9,0.3602,4733000,1.84,0.00472,0.776,79.23,1.67,"North America","Developing"
"230",230,"Costa Rica",2012,46984,10055,16068,3439,-2129,8393.3,1796,54,11433.4,0.2433,17590.7,0.3744,4673000,1.85,0.00465,0.772,79.07,1.61,"North America","Developing"
"231",231,"Costa Rica",2011,42717,9261,12733,2760,-1785,7522.1,1631,48,10408.4,0.2437,16219.5,0.3797,4613000,1.87,0.00459,0.76,78.92,1.62,"North America","Developing"
"232",232,"Costa Rica",2010,37634,8264,10651,2339,-1980,6952,1527,53,9448.1,0.2511,13569.6,0.3606,4554000,1.89,0.00452,0.754,78.77,1.59,"North America","Developing"
"233",233,"Costa Rica",2009,30826,6897,8060,1803,-1068,5230.2,1170,53,8783.7,0.2849,11394.5,0.3696,4469000,1.9,0.00446,0.752,78.63,1.63,"North America","Developing"
"234",234,"Costa Rica",2008,30844,7003,7430,1687,-87,4855.4,1103,50,9503.7,0.3081,15371.6,0.4984,4404000,1.92,0.00439,0.75,78.49,1.71,"North America","Developing"
"235",235,"Costa Rica",2007,26856,6187,7269,1675,83,4007.2,923,50,9337,0.3477,12952.4,0.4823,4340000,1.95,0.00433,0.742,78.36,1.75,"North America","Developing"
"236",236,"Costa Rica",2006,22659,5296,7513,1756,-326,3538,827,41,8200,0.3619,11548.1,0.5096,4279000,1.98,0.00426,0.734,78.24,1.6,"North America","Developing"
"237",237,"Costa Rica",2005,19994,4743,7487,1776,-559,3328.8,790,42,7026.4,0.3514,9824,0.4913,4215000,2.02,0.0042,0.728,78.12,1.48,"North America","Developing"
"238",238,"Costa Rica",2004,18562,4471,7642,1841,-637,3172,764,40,6301.5,0.3395,8268,0.4454,4152000,2.07,0.00414,0.725,78,1.47,"North America","Developing"
"239",239,"Costa Rica",2003,17220,4214,7018,1718,-594,3039.2,744,43,6102.2,0.3544,7663,0.445,4086000,2.12,0.00408,0.721,77.87,1.47,"North America","Developing"
"240",240,"Costa Rica",2002,16525,4108,6883,1711,-829,3081.6,766,45,5264,0.3185,7188,0.435,4022000,2.2,0.00404,0.717,77.74,1.39,"North America","Developing"
"241",241,"Denmark",2016,311988,54665,116316,20233,-228,164442.6,28605,90,95326.2,0.3043,85513,0.273,5748769,1.79,0.0092,0.928,80.9,6.21,"Europe","Developed"
"242",242,"Denmark",2015,302673,53478,120417,21099,-4028,165171.3,28941,91,95457.4,0.3152,85622.7,0.2827,5707251,1.71,0.0092,0.926,80.8,5.98,"Europe","Developed"
"243",243,"Denmark",2014,352994,62729,156499,27651,4040,194950.6,34445,92,111493.1,0.3157,99572.2,0.2821,5659715,1.69,0.0091,0.928,80.7,6.44,"Europe","Developed"
"244",244,"Denmark",2013,343584,61326,151328,26892,-4246,191818.9,34088,91,110948.8,0.3229,97348,0.2833,5627235,1.67,0.0093,0.931,80.4,7.21,"Europe","Developed"
"245",245,"Denmark",2012,327149,58623,146500,26148,-11417,189560,33834,90,105469.2,0.3274,91924.9,0.2807,5602628,1.73,0.0094,0.924,80.2,6.92,"Europe","Developed"
"246",246,"Denmark",2011,344003,61864,159318,28549,-7093,194708.6,34891,94,111864,0.3242,95663.2,0.2772,5580516,1.75,0.0094,0.922,79.9,7.88,"Europe","Developed"
"247",247,"Denmark",2010,321995,58177,137174,24669,-8737,182694.3,32855,93,96440.2,0.2992,83052.1,0.2576,5560628,1.87,0.0098,0.91,79.3,8.83,"Europe","Developed"
"248",248,"Denmark",2009,321243,58287,129698,23433,-9026,182378.6,32952,93,93984,0.2913,83132.9,0.2577,5534738,1.84,0.0099,0.906,79,8.85,"Europe","Developed"
"249",249,"Denmark",2008,353359,64531,118469,21495,11279,179142.3,32504,90,116922.6,0.329,109362.2,0.3077,5511451,1.89,0.0099,0.909,78.8,9.33,"Europe","Developed"
"250",250,"Denmark",2007,319424,58641,87376,15957,16058,158619.1,28967,94,103171.3,0.3226,98026.8,0.3065,5475791,1.84,0.0102,0.904,78.4,9.97,"Europe","Developed"
"251",251,"Denmark",2006,282886,52121,89378,16408,14122,141106.5,25905,95,92557.9,0.3269,85506.9,0.302,5447084,1.85,0.0102,0.905,78.4,10.91,"Europe","Developed"
"252",252,"Denmark",2005,264467,48872,98946,18231,13120,135679.7,24999,95,85120.8,0.3215,75581.2,0.2854,5427459,1.8,0.0101,0.903,78.3,9.5,"Europe","Developed"
"253",253,"Denmark",2004,251375,46571,111198,20549,5220,133443.7,24660,90,77079.5,0.3061,68156.8,0.2707,5411405,1.78,0.0103,0.898,77.8,10.18,"Europe","Developed"
"254",254,"Denmark",2003,218097,40512,100746,18665,-291,117320.7,21736,95,66512.4,0.3041,57428.6,0.2626,5397640,1.76,0.0107,0.894,77.4,11.24,"Europe","Developed"
"255",255,"Denmark",2002,178635,33276,88106,16366,-28,95503.7,17740,95,57494.8,0.3204,50320.2,0.2804,5383507,1.72,0.0109,0.883,77.1,10.26,"Europe","Developed"
"256",256,"Dominican Republic",2016,75777,7521,35315,3505,-2337,12851.2,1276,31,9839.6,0.1297,17398.6,0.2294,10075000,2.39,0.0061,0.733,73.47,2.33,"North America","Developing"
"257",257,"Dominican Republic",2015,71254,7140,31838,3190,-6,11867,1189,33,9441.8,0.1323,16906.5,0.2369,9980000,2.41,0.00608,0.729,73.24,2.23,"North America","Developing"
"258",258,"Dominican Republic",2014,67264,6806,30201,3056,-1845,11425.4,1156,32,9898.9,0.1469,17273.3,0.2564,9883000,2.42,0.00607,0.718,73,2.14,"North America","Developing"
"259",259,"Dominican Republic",2013,62758,6414,29316,2996,-2179,11102.1,1135,29,9651.1,0.1537,16873,0.2687,9785000,2.44,0.00606,0.713,72.76,2.24,"North America","Developing"
"260",260,"Dominican Republic",2012,60747,6275,25692,2654,-3983,12213.2,1262,32,9069.1,0.1492,17739.4,0.2918,9681000,2.46,0.00605,0.71,72.52,2.19,"North America","Developing"
"261",261,"Dominican Republic",2011,58088,6063,22690,2368,-1772,9265.2,967,26,8492.1,0.1454,17408.5,0.2981,9580000,2.48,0.00604,0.706,72.28,2.13,"North America","Developing"
"262",262,"Dominican Republic",2010,53921,5689,20102,2121,-1470,8511.8,898,30,6753.7,0.1222,15489.1,0.2803,9479000,2.5,0.00603,0.703,72.05,2.16,"North America","Developing"
"263",263,"Dominican Republic",2009,48319,5151,17769,1894,-1459,7859.6,838,30,5482.9,0.1107,12295.9,0.2484,9380000,2.53,0.00602,0.696,71.81,2.08,"North America","Developing"
"264",264,"Dominican Republic",2008,48206,5195,16203,1746,-1567,8816,950,30,6747.5,0.1364,15992.9,0.3232,9280000,2.56,0.00602,0.695,71.56,2.19,"North America","Developing"
"265",265,"Dominican Republic",2007,44067,4803,14500,1581,46,7170.3,782,30,7160.2,0.1582,13597,0.3005,9174000,2.59,0.00602,0.691,71.3,2.23,"North America","Developing"
"266",266,"Dominican Republic",2006,37998,4189,13687,1509,-358,6139.9,677,28,6609.8,0.1692,12173.9,0.3117,9071000,2.62,0.00603,0.682,71.04,2.22,"North America","Developing"
"267",267,"Dominican Republic",2005,35948,4008,13768,1535,-145,5440.8,607,30,6145,0.1627,9869,0.2613,8968000,2.65,0.00604,0.675,70.77,2.1,"North America","Developing"
"268",268,"Dominican Republic",2004,22506,2541,7733,873,-776,3845.3,434,20,5936,0.2475,7888,0.3289,8858000,2.69,0.00605,0.668,70.5,1.99,"North America","Developing"
"269",269,"Dominican Republic",2003,21518,2461,10364,1185,-1332,4092.5,468,33,5471,0.2543,7627,0.3544,8745000,2.73,0.00606,0.666,70.23,2.16,"North America","Developing"
"270",270,"Dominican Republic",2002,27249,3158,5859,679,-493,4320.7,501,35,5165,0.1895,8838,0.3243,8628000,2.76,0.00608,0.664,69.96,2.64,"North America","Developing"
"271",271,"Ecuador",2016,99938,6046,43139,2610,-8226,38540,2332,31,16797.7,0.1681,16324.2,0.1633,16529000,2.48,0.0051,0.749,76.37,2.64,"South America","Developing"
"272",272,"Ecuador",2015,99290,6099,33558,2061,-6076,39398,2420,32,18330.6,0.1846,21518,0.2167,16279000,2.5,0.0051,0.743,76.14,2.73,"South America","Developing"
"273",273,"Ecuador",2014,101726,6347,27543,1719,-5314,44346,2767,33,25724.4,0.2529,27726.3,0.2726,16027000,2.52,0.0051,0.742,75.92,2.84,"South America","Developing"
"274",274,"Ecuador",2013,95130,6031,19056,1208,-4348,41607,2638,35,24847.8,0.2612,27146.1,0.2854,15775000,2.54,0.00509,0.734,75.71,2.65,"South America","Developing"
"275",275,"Ecuador",2012,87925,5665,15383,991,-824,35394,2280,32,23764.8,0.2703,25477,0.2898,15521000,2.57,0.00509,0.726,75.5,2.58,"South America","Developing"
"276",276,"Ecuador",2011,79277,5193,13310,872,-100,31290,2050,27,22322.3,0.2816,24437.6,0.3083,15266000,2.59,0.00508,0.721,75.29,2.54,"South America","Developing"
"277",277,"Ecuador",2010,69555,4633,12308,820,-944,24123,1607,25,17489.9,0.2515,20590.9,0.296,15012000,2.62,0.00507,0.715,75.09,2.53,"South America","Developing"
"278",278,"Ecuador",2009,62520,4242,11609,788,-2232,20610,1398,22,13863.1,0.2217,15089.9,0.2414,14738000,2.64,0.00506,0.712,74.9,2.33,"South America","Developing"
